호선,역명,역코드,상하행,방면,탑승구,근접이동시설,승강기_일련번호,탑승구_층,방면_탑승구,승강장유형
4,충무로,423,상행,동대문역사문화공원,6-3,에스컬레이터,1808-138,B1,대합실(동대문역사문화공원 방면6-3),상대식
4,충무로,423,상행,동대문역사문화공원,6-3,에스컬레이터,1808-139,B1,대합실(동대문역사문화공원 방면6-3),상대식
4,충무로,423,하행,명동,5-2,에스컬레이터,1808-140,B1,대합실(명동 방면5-2),상대식
4,충무로,423,하행,명동,5-2,에스컬레이터,1808-141,B1,대합실(명동 방면5-2),상대식
4,충무로,423,하행,명동,7-2,에스컬레이터,1808-142,B1,대합실(명동 방면7-2),상대식
4,충무로,423,하행,명동,7-2,에스컬레이터,1808-143,B1,대합실(명동 방면7-2),상대식
4,충무로,423,상행,동대문역사문화공원,4-2,에스컬레이터,1808-128,B3,동대문역사문화공원 방면4-2,상대식
4,충무로,423,상행,동대문역사문화공원,4-2,에스컬레이터,1808-129,B3,동대문역사문화공원 방면4-2,상대식
4,충무로,423,하행,명동,5-2,에스컬레이터,1808-132,B3,명동 방면5-2,상대식
4,충무로,423,상행,동대문역사문화공원,5-2,에스컬레이터,1808-133,B3,동대문역사문화공원 방면5-2,상대식
4,충무로,423,하행,명동,6-3,에스컬레이터,1808-130,B3,명동 방면6-3,상대식
4,충무로,423,상행,동대문역사문화공원,6-3,에스컬레이터,1808-131,B3,동대문역사문화공원 방면6-3,상대식
4,충무로,423,상행,동대문역사문화공원,7-2,에스컬레이터,1808-135,B3,동대문역사문화공원 방면7-2,상대식
4,충무로,423,상행,동대문역사문화공원,8-1,엘리베이터,0003-715,B3,동대문역사문화공원 방면8-1,상대식
4,충무로,423,하행,명동,3-3,엘리베이터,0003-714,B3,명동 방면3-3,상대식
4,충무로,423,상행,동대문역사문화공원,1-4,계단,,,,상대식
4,충무로,423,상행,동대문역사문화공원,5-1,계단,,,,상대식
4,충무로,423,상행,동대문역사문화공원,9-1,계단,,,,상대식
4,충무로,423,하행,명동,2-3,계단,,,,상대식
4,충무로,423,하행,명동,7-1,계단,,,,상대식
4,충무로,423,하행,명동,9-4,계단,,,,상대식
4,명동,424,하행,회현,10-4,에스컬레이터,1800-724,B4,"회현 방면10-4, 충무로 방면1-1",섬식
4,명동,424,하행,회현,1-1,에스컬레이터,1800-725,B4,"충무로 방면10-4, 회현 방면1-1",섬식
4,명동,424,상행,충무로,10-4,에스컬레이터,1801-054,B4,"회현 방면1-1, 충무로 방면10-4",섬식
4,명동,424,하행,회현,10-4,엘리베이터,0152-514,B1,"충무로 방면1-1, 회현 방면10-4",섬식
4,명동,424,상행,충무로,1-1,에스컬레이터,1800-724,B4,"회현 방면10-4, 충무로 방면1-1",섬식
4,명동,424,상행,충무로,10-4,에스컬레이터,1800-725,B4,"충무로 방면10-4, 회현 방면1-1",섬식
4,명동,424,하행,회현,1-1,에스컬레이터,1801-054,B4,"회현 방면1-1, 충무로 방면10-4",섬식
4,명동,424,하행,회현,10-4,계단,,,,섬식
4,명동,424,하행,회현,1-1,계단,,,,섬식
4,명동,424,상행,충무로,1-1,계단,,,,섬식
4,명동,424,상행,충무로,10-4,계단,,,,섬식
4,명동,424,상행,충무로,1-1,엘리베이터,0152-514,B1,"충무로 방면1-1, 회현 방면10-4",섬식
4,회현,425,상행,명동,10-1,엘리베이터,0003-716,B4,"서울역 방면1-4, 명동 방면10-1",섬식
4,회현,425,상행,명동,1-1,에스컬레이터,1801-681,B4,"서울역 방면10-4, 명동 방면1-1",섬식
4,회현,425,하행,서울역,10-4,에스컬레이터,1801-682,B4,"명동 방면1-1, 서울역 방면10-4",섬식
4,회현,425,하행,서울역,5-4,에스컬레이터,1801-683,B4,"명동 방면6-4, 서울역 방면5-4",섬식
4,회현,425,상행,명동,7-1,에스컬레이터,1801-684,B4,"서울역 방면4-4, 명동 방면7-1",섬식
4,회현,425,상행,명동,10-1,에스컬레이터,1801-685,B4,"서울역 방면1-4, 명동 방면10-1",섬식
4,회현,425,하행,서울역,2-1,에스컬레이터,1801-686,B4,"명동 방면9-4, 서울역 방면2-1",섬식
4,회현,425,하행,서울역,10-4,계단,,,,섬식
4,회현,425,하행,서울역,5-1,계단,,,,섬식
4,회현,425,하행,서울역,2-1,계단,,,,섬식
4,회현,425,하행,서울역,10-4,에스컬레이터,1801-681,B4,"서울역 방면10-4, 명동 방면1-1",섬식
4,회현,425,상행,명동,1-1,에스컬레이터,1801-682,B4,"명동 방면1-1, 서울역 방면10-4",섬식
4,회현,425,상행,명동,6-4,에스컬레이터,1801-683,B4,"명동 방면6-4, 서울역 방면5-4",섬식
4,회현,425,하행,서울역,4-4,에스컬레이터,1801-684,B4,"서울역 방면4-4, 명동 방면7-1",섬식
4,회현,425,하행,서울역,1-4,에스컬레이터,1801-685,B4,"서울역 방면1-4, 명동 방면10-1",섬식
4,회현,425,상행,명동,9-4,에스컬레이터,1801-686,B4,"명동 방면9-4, 서울역 방면2-1",섬식
4,회현,425,하행,서울역,1-4,엘리베이터,0003-716,B4,"서울역 방면1-4, 명동 방면10-1",섬식
4,회현,425,상행,명동,1-1,계단,,,,섬식
4,회현,425,상행,명동,6-4,계단,,,,섬식
4,회현,425,상행,명동,9-4,계단,,,,섬식
4,서울역,426,상행,회현,9-1,엘리베이터,0003-773,B2,"회현 방면9-1, 숙대입구 방면2-4",섬식
4,서울역,426,하행,숙대입구,2-4,엘리베이터,0003-773,B2,"회현 방면9-1, 숙대입구 방면2-4",섬식
4,서울역,426,상행,회현,1-1,에스컬레이터,1801-085,B2,"숙대입구 방면10-4, 회현 방면1-1",섬식
4,서울역,426,하행,숙대입구,10-4,에스컬레이터,1801-373,B2,"회현 방면1-1, 숙대입구 방면10-4",섬식
4,서울역,426,하행,숙대입구,10-4,에스컬레이터,1801-085,B2,"숙대입구 방면10-4, 회현 방면1-1",섬식
4,서울역,426,상행,회현,1-1,에스컬레이터,1801-373,B2,"회현 방면1-1, 숙대입구 방면10-4",섬식
4,서울역,426,하행,숙대입구,10-1,계단,,,,섬식
4,서울역,426,하행,숙대입구,8-2,계단,,,,섬식
4,서울역,426,하행,숙대입구,3-4,계단,,,,섬식
4,서울역,426,하행,숙대입구,2-1,계단,,,,섬식
4,서울역,426,상행,회현,1-4,계단,,,,섬식
4,서울역,426,상행,회현,3-3,계단,,,,섬식
4,서울역,426,상행,회현,8-1,계단,,,,섬식
4,서울역,426,상행,회현,9-4,계단,,,,섬식
4,숙대입구,427,상행,서울역,8-1,엘리베이터,0003-771,B2,서울역(4) 방면8-1,상대식
4,숙대입구,427,하행,삼각지,3-3,엘리베이터,0003-772,B2,삼각지 방면3-3,상대식
4,숙대입구,427,하행,삼각지,2-4,계단,,,,상대식
4,숙대입구,427,하행,삼각지,4-3,계단,,,,상대식
4,숙대입구,427,하행,삼각지,7-1,계단,,,,상대식
4,숙대입구,427,하행,삼각지,8-4,계단,,,,상대식
4,삼각지,428,상행,숙대입구,4-3,엘리베이터,0051-245,B2,숙대입구 방면4-3,상대식
4,삼각지,428,하행,신용산,7-2,엘리베이터,0051-246,B2,신용산 방면7-2,상대식
4,삼각지,428,상행,숙대입구,2-1,계단,,,,상대식
4,삼각지,428,상행,숙대입구,4-2,계단,,,,상대식
4,삼각지,428,상행,숙대입구,7-2,계단,,,,상대식
4,삼각지,428,상행,숙대입구,9-1,계단,,,,상대식
4,삼각지,428,하행,신용산,2-3,계단,,,,상대식
4,삼각지,428,하행,신용산,4-3,계단,,,,상대식
4,삼각지,428,하행,신용산,7-4,계단,,,,상대식
4,삼각지,428,하행,신용산,9-3,계단,,,,상대식
4,신용산,429,상행,삼각지,8-2,엘리베이터,0102-379,B2,삼각지 방면8-2,상대식
4,신용산,429,하행,이촌,3-2,엘리베이터,0102-380,B2,이촌 방면3-2,상대식
4,신용산,429,상행,삼각지,2-4,계단,,,,상대식
4,신용산,429,상행,삼각지,4-3,계단,,,,상대식
4,신용산,429,상행,삼각지,7-2,계단,,,,상대식
4,신용산,429,상행,삼각지,9-1,계단,,,,상대식
4,신용산,429,하행,이촌,2-3,계단,,,,상대식
4,신용산,429,하행,이촌,4-2,계단,,,,상대식
4,신용산,429,하행,이촌,7-1,계단,,,,상대식
4,신용산,429,하행,이촌,8-4,계단,,,,상대식
4,이촌,430,상행,신용산,8-1,엘리베이터,0003-769,B2,신용산 방면8-1,상대식
4,이촌,430,하행,동작,3-3,엘리베이터,0003-770,B2,동작 방면3-3,상대식
4,동작,431,상행,이촌,7-4,엘리베이터,0097-625,3F,이촌 방면7-4,상대식
4,동작,431,하행,총신대입구,4-4,엘리베이터,0031-516,3F,총신대입구 방면4-4,상대식
4,총신대입구,432,상행,동작,7-3,엘리베이터,0031-512,B2,동작 방면7-3,상대식
4,총신대입구,432,하행,사당,8-3,엘리베이터,0031-513,B2,사당(4) 방면8-3,상대식
4,총신대입구,432,상행,동작,9-2,계단,,,,상대식
4,총신대입구,432,하행,사당,2-3,계단,,,,상대식
4,총신대입구,432,하행,사당,4-2,계단,,,,상대식
4,총신대입구,432,하행,사당,7-3,계단,,,,상대식
4,사당,433,상행,총신대입구,9-2,엘리베이터,0097-112,B3,"총신대입구 방면9-2, 남태령 방면2-3",섬식
4,사당,433,하행,남태령,2-3,엘리베이터,0097-112,B3,"총신대입구 방면9-2, 남태령 방면2-3",섬식
4,사당,433,상행,총신대입구,10-4,에스컬레이터,1804-715,B3,"남태령 방면1-1, 총신대입구 방면10-4",섬식
4,사당,433,하행,남태령,1-1,에스컬레이터,1804-715,B3,"남태령 방면1-1, 총신대입구 방면10-4",섬식
4,사당,433,하행,남태령,1-1,계단,,,,섬식
4,사당,433,하행,남태령,5-2,계단,,,,섬식
4,사당,433,상행,총신대입구,10-4,계단,,,,섬식
4,사당,433,상행,총신대입구,6-3,계단,,,,섬식
4,남태령,434,하행,선바위,8-2,엘리베이터,0099-926,B3,"사당 방면3-3, 선바위 방면8-2",섬식
4,남태령,434,상행,사당,8-3,에스컬레이터,1802-114,B3,"사당 방면8-3, 선바위 방면3-2",섬식
4,남태령,434,하행,선바위,3-2,에스컬레이터,1802-113,B3,"선바위 방면3-2, 사당 방면8-3",섬식
4,남태령,434,상행,사당,3-3,엘리베이터,0099-926,B3,"사당 방면3-3, 선바위 방면8-2",섬식
