호선,역명,역코드,상하행,방면,탑승구,근접이동시설,승강기_일련번호,탑승구_층,방면_탑승구,승강장유형
5,마곡,514,하행,발산,6-1,계단,,,,상대식
5,마곡,514,상행,송정,4-4,엘리베이터,0059-348,B2,송정 방면4-4,상대식
5,발산,515,상행,마곡,5-1,엘리베이터,0097-201,B2,마곡 방면5-1,상대식
5,발산,515,상행,마곡,4-1,계단,,,,상대식
5,발산,515,상행,마곡,6-1,계단,,,,상대식
5,발산,515,하행,우장산,3-4,계단,,,,상대식
5,발산,515,하행,우장산,5-4,계단,,,,상대식
5,발산,515,하행,우장산,4-3,엘리베이터,0097-202,B2,우장산 방면4-3,상대식
5,우장산,516,상행,발산,3-3,계단,,,,상대식
5,우장산,516,상행,발산,5-2,계단,,,,상대식
5,우장산,516,하행,화곡,4-3,계단,,,,상대식
5,우장산,516,하행,화곡,6-2,계단,,,,상대식
5,우장산,516,상행,발산,4-2,엘리베이터,0059-338,B2,발산 방면4-2,상대식
5,우장산,516,하행,화곡,5-3,엘리베이터,0059-339,B2,화곡 방면5-3,상대식
5,화곡,517,상행,우장산,1-1,계단,,,,섬식
5,화곡,517,상행,우장산,4-2,계단,,,,섬식
5,화곡,517,상행,우장산,6-3,계단,,,,섬식
5,화곡,517,상행,우장산,7-2,엘리베이터,0073-248,B2,"까치산 방면4-3, 우장산 방면7-2",섬식
5,화곡,517,하행,까치산,4-3,엘리베이터,0073-248,B2,"까치산 방면4-3, 우장산 방면7-2",섬식
5,화곡,517,하행,까치산,8-4,계단,,,,섬식
5,화곡,517,하행,까치산,5-3,계단,,,,섬식
5,화곡,517,하행,까치산,3-2,계단,,,,섬식
5,까치산,518,상행,화곡,1-1,계단,,,,상대식
5,까치산,518,하행,신정,8-4,계단,,,,상대식
5,까치산,518,상행,화곡,2-3,에스컬레이터,1807-670,B5,화곡 방면2-3,상대식
5,까치산,518,상행,화곡,2-3,에스컬레이터,1807-671,B5,화곡 방면2-3,상대식
5,까치산,518,하행,신정,7-2,에스컬레이터,1808-073,B5,신정 방면7-2,상대식
5,까치산,518,하행,신정,7-2,에스컬레이터,1808-074,B5,신정 방면7-2,상대식
5,까치산,518,상행,화곡,7-3,에스컬레이터,1807-711,B5,화곡 방면7-3,상대식
5,까치산,518,상행,화곡,7-3,에스컬레이터,1807-712,B5,화곡 방면7-3,상대식
5,까치산,518,하행,신정,2-2,에스컬레이터,1808-077,B5,신정 방면2-2,상대식
5,까치산,518,하행,신정,2-2,에스컬레이터,1808-078,B5,신정 방면2-2,상대식
5,신정,519,상행,까치산,8-4,계단,,,,상대식
5,신정,519,하행,목동,1-1,계단,,,,상대식
5,신정,519,상행,까치산,1-1,에스컬레이터,1811-085,B3,까치산 방면1-1,상대식
5,신정,519,상행,까치산,1-1,에스컬레이터,1811-086,B3,까치산 방면1-1,상대식
5,신정,519,하행,목동,8-4,에스컬레이터,1811-087,B3,목동 방면8-4,상대식
5,신정,519,하행,목동,8-4,에스컬레이터,1811-088,B3,목동 방면8-4,상대식
5,신정,519,상행,까치산,8-1,엘리베이터,0097-211,B3,까치산 방면8-1,상대식
5,신정,519,하행,목동,1-4,엘리베이터,0097-212,B3,목동 방면1-4,상대식
5,목동,520,상행,신정,4-1,계단,,,,상대식
5,목동,520,상행,신정,5-4,계단,,,,상대식
5,목동,520,하행,오목교,4-1,계단,,,,상대식
5,목동,520,하행,오목교,5-4,계단,,,,상대식
5,목동,520,상행,신정,5-1,엘리베이터,0059-308,B2,신정 방면5-1,상대식
5,목동,520,하행,오목교,4-4,엘리베이터,0059-309,B2,오목교 방면4-4,상대식
5,오목교,521,상행,목동,4-1,계단,,,,상대식
5,오목교,521,하행,양평,5-4,계단,,,,상대식
5,오목교,521,상행,목동,6-3,에스컬레이터,1809-956,B3,목동 방면6-3,상대식
5,오목교,521,상행,목동,7-1,엘리베이터,0059-198,B3,목동 방면7-1,상대식
5,오목교,521,하행,양평,2-4,엘리베이터,0058-164,B3,양평 방면2-4,상대식
5,오목교,521,상행,목동,6-3,에스컬레이터,1809-957,B3,목동 방면6-3,상대식
5,오목교,521,하행,양평,3-2,에스컬레이터,1809-958,B3,양평 방면3-2,상대식
5,오목교,521,하행,양평,3-2,에스컬레이터,1809-959,B3,양평 방면3-2,상대식
5,양평,522,상행,오목교,2-3,계단,,,,상대식
5,양평,522,상행,오목교,4-3,계단,,,,상대식
5,양평,522,하행,영등포구청,5-2,계단,,,,상대식
5,양평,522,하행,영등포구청,7-2,계단,,,,상대식
5,양평,522,상행,오목교,3-2,엘리베이터,0059-371,B5,오목교 방면3-2,상대식
5,양평,522,하행,영등포구청,6-3,엘리베이터,0059-372,B5,영등포구청 방면6-3,상대식
5,영등포구청,523,상행,양평,2-4,계단,,,,상대식
5,영등포구청,523,상행,양평,4-4,계단,,,,상대식
5,영등포구청,523,상행,양평,7-2,계단,,,,상대식
5,영등포구청,523,하행,영등포시장,2-3,계단,,,,상대식
5,영등포구청,523,하행,영등포시장,5-1,계단,,,,상대식
5,영등포구청,523,하행,영등포시장,7-1,계단,,,,상대식
5,영등포구청,523,상행,양평,7-2,에스컬레이터,1808-284,B5,양평 방면7-2,상대식
5,영등포구청,523,상행,양평,7-2,에스컬레이터,1808-285,B5,양평 방면7-2,상대식
5,영등포구청,523,하행,영등포시장,2-3,에스컬레이터,1808-375,B5,영등포시장 방면2-3,상대식
5,영등포구청,523,하행,영등포시장,5-4,엘리베이터,0097-662,B5,영등포시장 방면5-4,상대식
5,영등포구청,523,상행,양평,8-4,엘리베이터,0109-790,B5,양평 방면8-4,상대식
5,영등포구청,523,하행,영등포시장,1-1,엘리베이터,0149-121,B5,영등포시장 방면1-1,상대식
5,영등포시장,524,상행,영등포구청,4-4,계단,,,,상대식
5,영등포시장,524,상행,영등포구청,5-1,계단,,,,상대식
5,영등포시장,524,하행,신길,4-3,계단,,,,상대식
5,영등포시장,524,하행,신길,5-1,계단,,,,상대식
5,영등포시장,524,상행,영등포구청,4-3,엘리베이터,0059-374,B6,영등포구청 방면4-3,상대식
5,영등포시장,524,하행,신길,5-2,엘리베이터,0059-373,B6,신길 방면5-2,상대식
5,신길,525,상행,영등포시장,7-3,에스컬레이터,1804-428,B4,영등포시장 방면7-3,상대식
5,신길,525,하행,여의도,2-2,에스컬레이터,1804-429,B4,여의도 방면2-2,상대식
5,신길,525,상행,영등포시장,4-3,계단,,,,상대식
5,신길,525,상행,영등포시장,6-3,계단,,,,상대식
5,신길,525,상행,영등포시장,7-2,계단,,,,상대식
5,신길,525,하행,여의도,2-2,계단,,,,상대식
5,신길,525,하행,여의도,3-2,계단,,,,상대식
5,신길,525,하행,여의도,5-2,계단,,,,상대식
5,신길,525,상행,영등포시장,7-3,에스컬레이터,1804-427,B4,영등포시장 방면7-3,상대식
5,신길,525,상행,영등포시장,5-3,엘리베이터,0031-300,B4,영등포시장 방면5-3,상대식
5,신길,525,하행,여의도,4-2,엘리베이터,0031-312,B4,여의도 방면4-2,상대식
5,신길,525,하행,여의도,1-1,엘리베이터,0109-789,B4,여의도 방면1-1,상대식
5,신길,525,상행,영등포시장,8-4,엘리베이터,0140-313,B4,영등포시장 방면8-4,상대식
5,여의도,526,상행,신길,2-1,계단,,,,상대식
5,여의도,526,상행,신길,4-1,계단,,,,상대식
5,여의도,526,상행,신길,5-4,계단,,,,상대식
5,여의도,526,상행,신길,7-4,계단,,,,상대식
5,여의도,526,하행,여의나루,2-1,계단,,,,상대식
5,여의도,526,하행,여의나루,4-1,계단,,,,상대식
5,여의도,526,하행,여의나루,5-4,계단,,,,상대식
5,여의도,526,하행,여의나루,7-4,계단,,,,상대식
5,여의도,526,상행,신길,6-4,엘리베이터,0058-165,B4,신길 방면6-4,상대식
5,여의도,526,하행,여의나루,6-4,엘리베이터,0021-285,B4,여의나루 방면6-4,상대식
5,여의나루,527,하행,마포,3-3,엘리베이터,0097-671,B5,"여의도 방면6-2, 마포 방면3-3",섬식
5,여의나루,527,상행,여의도,5-2,계단,,,,섬식
5,여의나루,527,상행,여의도,7-3,계단,,,,섬식
5,여의나루,527,하행,마포,4-3,계단,,,,섬식
5,여의나루,527,하행,마포,2-2,계단,,,,섬식
5,여의나루,527,상행,여의도,6-2,엘리베이터,0097-671,B5,"여의도 방면6-2, 마포 방면3-3",섬식
5,마포,528,상행,여의나루,5-1,엘리베이터,0040-716,B5,"여의나루 방면5-1, 공덕 방면4-4",섬식
5,마포,528,하행,공덕,4-4,엘리베이터,0040-716,B5,"여의나루 방면5-1, 공덕 방면4-4",섬식
5,마포,528,상행,여의나루,3-4,계단,,,,섬식
5,마포,528,상행,여의나루,5-4,계단,,,,섬식
5,마포,528,하행,공덕,6-1,계단,,,,섬식
5,마포,528,하행,공덕,4-1,계단,,,,섬식
5,공덕,529,하행,애오개,8-4,엘리베이터,0102-136,B3,"환승통로(애오개 방면8-4, 마포 방면1-1)",섬식
5,공덕,529,상행,마포,1-1,엘리베이터,0102-136,B3,"환승통로(애오개 방면8-4, 마포 방면1-1)",섬식
5,공덕,529,하행,애오개,8-4,에스컬레이터,1808-903,B3,"환승통로(애오개 방면8-4, 마포 방면1-1)",섬식
5,공덕,529,하행,애오개,8-4,에스컬레이터,1808-904,B3,"환승통로(애오개 방면8-4, 마포 방면1-1)",섬식
5,공덕,529,상행,마포,1-1,에스컬레이터,1808-903,B3,"환승통로(애오개 방면8-4, 마포 방면1-1)",섬식
5,공덕,529,상행,마포,1-1,에스컬레이터,1808-905,B3,"마포 방면1-1, 애오개 방면8-4",섬식
5,공덕,529,상행,마포,1-1,에스컬레이터,1808-904,B3,"환승통로(애오개 방면8-4, 마포 방면1-1)",섬식
5,공덕,529,상행,마포,1-1,에스컬레이터,1808-906,B3,"마포 방면1-1, 애오개 방면8-4",섬식
5,공덕,529,하행,애오개,8-4,에스컬레이터,1808-905,B3,"마포 방면1-1, 애오개 방면8-4",섬식
5,공덕,529,하행,애오개,8-4,에스컬레이터,1808-906,B3,"마포 방면1-1, 애오개 방면8-4",섬식
5,공덕,529,상행,마포,3-2,계단,,,,섬식
5,공덕,529,상행,마포,5-2,계단,,,,섬식
5,공덕,529,하행,애오개,6-3,계단,,,,섬식
5,공덕,529,하행,애오개,4-3,계단,,,,섬식
5,애오개,530,상행,공덕,4-4,엘리베이터,0102-183,B4,공덕 방면4-4,상대식
5,애오개,530,하행,충정로,5-1,엘리베이터,0102-184,B4,충정로 방면5-1,상대식
5,애오개,530,상행,공덕,3-4,계단,,,,상대식
5,애오개,530,상행,공덕,5-4,계단,,,,상대식
5,애오개,530,하행,충정로,3-4,계단,,,,상대식
5,애오개,530,하행,충정로,5-4,계단,,,,상대식
5,충정로,531,하행,서대문,6-2,엘리베이터,0040-426,B5,"애오개 방면3-3, 서대문 방면6-2",섬식
5,충정로,531,상행,애오개,3-3,엘리베이터,0040-426,B5,"애오개 방면3-3, 서대문 방면6-2",섬식
5,충정로,531,상행,애오개,4-1,계단,,,,섬식
5,충정로,531,상행,애오개,6-1,계단,,,,섬식
5,충정로,531,하행,서대문,5-4,계단,,,,섬식
5,충정로,531,하행,서대문,3-4,계단,,,,섬식
5,서대문,532,하행,광화문,6-3,엘리베이터,0000-441,B4,"충정로 방면3-2, 광화문 방면6-3",섬식
5,서대문,532,상행,충정로,3-2,엘리베이터,0000-441,B4,"충정로 방면3-2, 광화문 방면6-3",섬식
5,서대문,532,상행,충정로,3-2,계단,,,,섬식
5,서대문,532,상행,충정로,6-2,계단,,,,섬식
5,서대문,532,하행,광화문,6-3,계단,,,,섬식
5,서대문,532,하행,광화문,3-3,계단,,,,섬식
5,광화문,533,하행,종로3가,8-4,엘리베이터,0000-732,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,상행,서대문,1-1,에스컬레이터,1800-311,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,상행,서대문,1-1,엘리베이터,0000-732,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,하행,종로3가,8-4,에스컬레이터,1800-311,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,상행,서대문,1-1,에스컬레이터,1800-312,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,하행,종로3가,8-4,에스컬레이터,1800-312,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,하행,종로3가,8-4,엘리베이터,0139-079,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,광화문,533,상행,서대문,1-1,계단,,,,섬식
5,광화문,533,상행,서대문,8-4,계단,,,,섬식
5,광화문,533,하행,종로3가,8-4,계단,,,,섬식
5,광화문,533,하행,종로3가,1-1,계단,,,,섬식
5,광화문,533,상행,서대문,1-1,엘리베이터,0139-079,B4,"서대문 방면1-1, 종로3가 방면8-4",섬식
5,종로3가,534,하행,을지로4가,1-1,엘리베이터,0114-148,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,상행,광화문,1-1,에스컬레이터,1800-008,B5,"광화문 방면1-1, 을지로4가 방면8-4",섬식
5,종로3가,534,상행,광화문,1-1,에스컬레이터,1800-009,B5,"광화문 방면1-1, 을지로4가 방면8-4",섬식
5,종로3가,534,하행,을지로4가,8-4,에스컬레이터,1800-008,B5,"광화문 방면1-1, 을지로4가 방면8-4",섬식
5,종로3가,534,상행,광화문,8-4,에스컬레이터,1800-012,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,하행,을지로4가,8-4,에스컬레이터,1800-009,B5,"광화문 방면1-1, 을지로4가 방면8-4",섬식
5,종로3가,534,상행,광화문,8-4,에스컬레이터,1800-013,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,하행,을지로4가,1-1,에스컬레이터,1800-012,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,상행,광화문,8-4,에스컬레이터,1800-014,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,하행,을지로4가,1-1,에스컬레이터,1800-013,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,상행,광화문,8-4,에스컬레이터,1800-017,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,하행,을지로4가,1-1,에스컬레이터,1800-014,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,하행,을지로4가,1-1,에스컬레이터,1800-017,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,상행,광화문,8-4,엘리베이터,0114-148,B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)",섬식
5,종로3가,534,하행,을지로4가,1-1,엘리베이터,0164-984,B1,"광화문 방면8-4, 을지로4가 방면1-1",섬식
5,종로3가,534,상행,광화문,8-4,계단,,,,섬식
5,종로3가,534,하행,을지로4가,1-1,계단,,,,섬식
5,종로3가,534,상행,광화문,8-4,엘리베이터,0164-984,B1,"광화문 방면8-4, 을지로4가 방면1-1",섬식
5,을지로4가,535,상행,종로3가,10-4,엘리베이터,0113-923,B5,"동대문역사문화공원 방면 1-1, 종로3가 방면 10-4",섬식
5,을지로4가,535,하행,동대문역사문화공원,1-4,에스컬레이터,1800-746,B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)",섬식
5,을지로4가,535,하행,동대문역사문화공원,1-4,에스컬레이터,1800-745,B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)",섬식
5,을지로4가,535,상행,종로3가,8-1,에스컬레이터,1800-746,B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)",섬식
5,을지로4가,535,하행,동대문역사문화공원,1-1,에스컬레이터,1800-747,B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)",섬식
5,을지로4가,535,상행,종로3가,8-1,에스컬레이터,1800-745,B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)",섬식
5,을지로4가,535,상행,종로3가,8-4,에스컬레이터,1800-747,B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)",섬식
5,을지로4가,535,하행,동대문역사문화공원,1-1,에스컬레이터,1800-748,B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)",섬식
5,을지로4가,535,상행,종로3가,8-4,에스컬레이터,1800-748,B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)",섬식
5,을지로4가,535,상행,종로3가,5-3,계단,,,,섬식
5,을지로4가,535,하행,동대문역사문화공원,1-1,엘리베이터,0113-923,B5,"동대문역사문화공원 방면 1-1, 종로3가 방면 10-4",섬식
5,을지로4가,535,상행,종로3가,8-1,계단,,,,섬식
5,을지로4가,535,하행,동대문역사문화공원,4-2,계단,,,,섬식
5,을지로4가,535,하행,동대문역사문화공원,1-4,계단,,,,섬식
5,동대문역사문화공원,536,상행,을지로4가,8-4,엘리베이터,0113-922,B5,"청구 방면1-1, 을지로4가 방면8-4",섬식
5,동대문역사문화공원,536,상행,을지로4가,1-1,계단,,,,섬식
5,동대문역사문화공원,536,하행,청구,1-1,엘리베이터,0113-922,B5,"청구 방면1-1, 을지로4가 방면8-4",섬식
5,동대문역사문화공원,536,하행,청구,8-4,계단,,,,섬식
5,청구,537,하행,신금호,5-3,엘리베이터,0104-443,B2,"신금호 방면5-3, 동대문역사문화공원 방면4-1",섬식
5,청구,537,상행,동대문역사문화공원,4-1,엘리베이터,0104-443,B2,"신금호 방면5-3, 동대문역사문화공원 방면4-1",섬식
5,청구,537,상행,동대문역사문화공원,2-4,계단,,,,섬식
5,청구,537,상행,동대문역사문화공원,5-1,계단,,,,섬식
5,청구,537,하행,신금호,7-1,계단,,,,섬식
5,청구,537,하행,신금호,4-4,계단,,,,섬식
5,신금호,538,하행,행당,3-4,에스컬레이터,1808-967,B8,"행당 방면3-4, 청구 방면5-3",섬식
5,신금호,538,하행,행당,3-4,에스컬레이터,1808-968,B8,"행당 방면3-4, 청구 방면5-3",섬식
5,신금호,538,하행,행당,8-3,엘리베이터,0102-334,B8,"청구 방면1-2, 행당 방면8-3",섬식
5,신금호,538,하행,행당,8-3,엘리베이터,0102-335,B8,"청구 방면1-2, 행당 방면8-3",섬식
5,신금호,538,상행,청구,5-3,계단,,,,섬식
5,신금호,538,상행,청구,5-3,에스컬레이터,1808-967,B8,"행당 방면3-4, 청구 방면5-3",섬식
5,신금호,538,상행,청구,1-2,엘리베이터,0102-334,B8,"청구 방면1-2, 행당 방면8-3",섬식
5,신금호,538,상행,청구,5-3,에스컬레이터,1808-968,B8,"행당 방면3-4, 청구 방면5-3",섬식
5,신금호,538,상행,청구,1-2,엘리베이터,0102-335,B8,"청구 방면1-2, 행당 방면8-3",섬식
5,신금호,538,하행,행당,4-2,계단,,,,섬식
5,행당,539,상행,신금호,3-4,계단,,,,상대식
5,행당,539,상행,신금호,5-4,계단,,,,상대식
5,행당,539,하행,왕십리,4-1,계단,,,,상대식
5,행당,539,하행,왕십리,6-1,계단,,,,상대식
5,행당,539,상행,신금호,4-4,엘리베이터,0103-811,B5,신금호 방면4-4,상대식
5,행당,539,하행,왕십리,5-1,엘리베이터,0103-812,B5,왕십리 방면5-1,상대식
5,왕십리,540,상행,행당,2-3,계단,,,,상대식
5,왕십리,540,상행,행당,4-3,계단,,,,상대식
5,왕십리,540,하행,마장,5-2,계단,,,,상대식
5,왕십리,540,하행,마장,7-2,계단,,,,상대식
5,왕십리,540,상행,행당,3-3,엘리베이터,0103-813,B5,행당 방면3-3,상대식
5,왕십리,540,하행,마장,6-2,엘리베이터,0103-814,B5,마장 방면6-2,상대식
5,마장,541,상행,왕십리,3-4,계단,,,,상대식
5,마장,541,상행,왕십리,5-4,계단,,,,상대식
5,마장,541,하행,답십리,4-1,계단,,,,상대식
5,마장,541,하행,답십리,6-1,계단,,,,상대식
5,마장,541,상행,왕십리,4-4,엘리베이터,0103-825,B3,왕십리 방면4-4,상대식
5,마장,541,하행,답십리,5-1,엘리베이터,0103-826,B3,답십리 방면5-1,상대식
5,답십리,542,상행,마장,4-1,계단,,,,상대식
5,답십리,542,상행,마장,5-4,계단,,,,상대식
5,답십리,542,하행,장한평,4-1,계단,,,,상대식
5,답십리,542,하행,장한평,5-4,계단,,,,상대식
5,답십리,542,상행,마장,4-4,엘리베이터,0104-440,B3,마장 방면4-4,상대식
5,답십리,542,하행,장한평,5-1,엘리베이터,0104-441,B3,장한평 방면5-1,상대식
5,장한평,543,하행,군자,5-2,엘리베이터,0028-329,B3,"답십리 방면4-2, 군자 방면5-2",섬식
5,장한평,543,상행,답십리,3-3,계단,,,,섬식
5,장한평,543,하행,군자,6-2,계단,,,,섬식
5,장한평,543,상행,답십리,4-2,엘리베이터,0028-329,B3,"답십리 방면4-2, 군자 방면5-2",섬식
5,군자,544,하행,아차산,4-1,엘리베이터,0028-991,B2,"장한평 방면5-3, 아차산 방면4-1",섬식
5,군자,544,하행,아차산,5-1,엘리베이터,0028-260,B2,"장한평 방면4-3, 아차산 방면5-1",섬식
5,군자,544,상행,장한평,1-1,계단,,,,섬식
5,군자,544,상행,장한평,1-1,계단,,,,섬식
5,군자,544,상행,장한평,8-4,계단,,,,섬식
5,군자,544,상행,장한평,8-4,계단,,,,섬식
5,군자,544,하행,아차산,8-4,계단,,,,섬식
5,군자,544,하행,아차산,8-4,계단,,,,섬식
5,군자,544,하행,아차산,1-1,계단,,,,섬식
5,군자,544,하행,아차산,1-1,계단,,,,섬식
5,군자,544,상행,장한평,5-3,엘리베이터,0028-991,B2,"장한평 방면5-3, 아차산 방면4-1",섬식
5,군자,544,상행,장한평,4-3,엘리베이터,0028-260,B2,"장한평 방면4-3, 아차산 방면5-1",섬식
5,아차산,545,상행,군자,3-3,계단,,,,상대식
5,아차산,545,상행,군자,5-4,계단,,,,상대식
5,아차산,545,하행,광나루,4-1,계단,,,,상대식
5,아차산,545,하행,광나루,6-2,계단,,,,상대식
5,아차산,545,상행,군자,6-1,엘리베이터,0027-016,B3,군자 방면6-1,상대식
5,아차산,545,하행,광나루,3-4,엘리베이터,0028-339,B3,광나루 방면3-4,상대식
5,광나루,546,상행,아차산,4-1,계단,,,,상대식
5,광나루,546,상행,아차산,6-2,계단,,,,상대식
5,광나루,546,하행,천호,3-3,계단,,,,상대식
5,광나루,546,하행,천호,5-4,계단,,,,상대식
5,광나루,546,상행,아차산,5-1,엘리베이터,0028-404,B3,아차산 방면5-1,상대식
5,광나루,546,하행,천호,4-4,엘리베이터,0028-405,B3,천호 방면4-4,상대식
5,천호,547,상행,광나루,5-1,계단,,,,상대식
5,천호,547,상행,광나루,7-1,계단,,,,상대식
5,천호,547,하행,강동,2-4,계단,,,,상대식
5,천호,547,하행,강동,4-4,계단,,,,상대식
5,천호,547,상행,광나루,6-1,엘리베이터,0112-626,B3,광나루 방면6-1,상대식
5,천호,547,하행,강동,4-1,엘리베이터,0075-646,B3,강동 방면4-1,상대식
5,강동,548,상행,천호,8-4,에스컬레이터,1802-523,B4,천호 방면8-4,복합식
5,강동,548,상행,천호,8-4,에스컬레이터,1802-524,B4,천호 방면8-4,복합식
5,강동,548,상행,천호,1-1,계단,,,,복합식
5,강동,548,상행,천호,8-4,계단,,,,복합식
5,강동,548,하행,길동,1-1,계단,,,,복합식
5,강동,548,하행,길동,8-4,계단,,,,복합식
5,강동,548,하행,둔촌동,1-1,에스컬레이터,1802-525,B4,둔촌동 방면1-1,복합식
5,강동,548,하행,둔촌동,1-1,에스컬레이터,1802-526,B4,둔촌동 방면1-1,복합식
5,강동,548,상행,천호,1-2,엘리베이터,0162-506,B4,천호 방면1-2,복합식
5,강동,548,하행,둔촌동,8-3,엘리베이터,0078-217,B4,둔촌동 방면8-3,복합식
5,길동,549,상행,강동,4-1,계단,,,,상대식
5,길동,549,상행,강동,6-2,계단,,,,상대식
5,길동,549,하행,굽은다리,3-3,계단,,,,상대식
5,길동,549,하행,굽은다리,5-4,계단,,,,상대식
5,길동,549,상행,강동,5-1,엘리베이터,0008-835,B3,강동 방면5-1,상대식
5,길동,549,하행,굽은다리,4-4,엘리베이터,0008-836,B3,굽은다리 방면4-4,상대식
5,굽은다리,550,상행,길동,4-1,계단,,,,상대식
5,굽은다리,550,상행,길동,5-4,계단,,,,상대식
5,굽은다리,550,하행,명일,4-1,계단,,,,상대식
5,굽은다리,550,하행,명일,5-4,계단,,,,상대식
5,굽은다리,550,상행,길동,6-3,엘리베이터,0011-271,B2,길동 방면6-3,상대식
5,굽은다리,550,하행,명일,"3-2,3-3 사이",엘리베이터,0011-272,B2,"명일 방면3-2,3-3 사이",상대식
5,명일,551,상행,굽은다리,4-1,계단,,,,상대식
5,명일,551,상행,굽은다리,6-2,계단,,,,상대식
5,명일,551,하행,고덕,3-3,계단,,,,상대식
5,명일,551,하행,고덕,6-1,계단,,,,상대식
5,명일,551,상행,굽은다리,5-2,엘리베이터,0008-833,B2,굽은다리 방면5-2,상대식
5,명일,551,하행,고덕,"4-3,4-4 사이",엘리베이터,0008-834,B2,"고덕 방면4-3,4-4 사이",상대식
5,고덕,552,하행,상일동,6-1,엘리베이터,0056-958,B2,상일동 방면6-1,상대식
5,고덕,552,상행,명일,4-3,계단,,,,상대식
5,고덕,552,상행,명일,6-1,계단,,,,상대식
5,고덕,552,하행,상일동,3-4,계단,,,,상대식
5,고덕,552,하행,상일동,5-2,계단,,,,상대식
5,고덕,552,상행,명일,4-1,엘리베이터,0012-583,B2,명일 방면4-1,상대식
5,상일동,553,하행,강일,3-4,엘리베이터,0169-279,,"고덕 방면6-1, 강일 방면3-4",복합식
5,상일동,553,상행,고덕,1-1,계단,,,,복합식
5,상일동,553,상행,고덕,8-4,계단,,,,복합식
5,상일동,553,상행,고덕,6-1,엘리베이터,0169-278,,고덕 방면6-1,복합식
5,상일동,553,상행,고덕,6-1,엘리베이터,0169-279,,"고덕 방면6-1, 강일 방면3-4",복합식
5,둔촌동,P549,상행,강동,3-4,계단,,,,상대식
5,둔촌동,P549,상행,강동,5-4,계단,,,,상대식
5,둔촌동,P549,하행,올림픽공원,3-4,계단,,,,상대식
5,둔촌동,P549,하행,올림픽공원,5-4,계단,,,,상대식
5,둔촌동,P549,상행,강동,5-1,엘리베이터,0011-274,B2,강동 방면5-1,상대식
5,둔촌동,P549,하행,올림픽공원,5-1,엘리베이터,0011-275,B2,올림픽공원 방면5-1,상대식
5,올림픽공원,P550,상행,둔촌동,6-1,에스컬레이터,1809-917,B2,둔촌동 방면6-1,상대식
5,올림픽공원,P550,상행,둔촌동,6-1,에스컬레이터,1809-920,B2,둔촌동 방면6-1,상대식
5,올림픽공원,P550,하행,방이,3-4,에스컬레이터,1811-199,B2,방이 방면3-4,상대식
5,올림픽공원,P550,하행,방이,3-4,에스컬레이터,1811-200,B2,방이 방면3-4,상대식
5,올림픽공원,P550,상행,둔촌동,4-1,계단,,,,상대식
5,올림픽공원,P550,상행,둔촌동,5-4,계단,,,,상대식
5,올림픽공원,P550,하행,방이,4-1,계단,,,,상대식
5,올림픽공원,P550,상행,둔촌동,3-2,엘리베이터,0077-287,B2,둔촌동 방면3-2,상대식
5,올림픽공원,P550,하행,방이,6-3,엘리베이터,0077-288,B2,방이 방면6-3,상대식
5,방이,P551,상행,올림픽공원,4-1,계단,,,,상대식
5,방이,P551,상행,올림픽공원,5-4,계단,,,,상대식
5,방이,P551,하행,오금,4-1,계단,,,,상대식
5,방이,P551,하행,오금,5-4,계단,,,,상대식
5,방이,P551,상행,올림픽공원,4-4,엘리베이터,0087-288,B2,올림픽공원 방면4-4,상대식
5,방이,P551,하행,오금,5-1,엘리베이터,0087-289,B2,오금 방면5-1,상대식
